gene,edge,net
K01782,2239,ko01100
K07509,2240,ko01100
K06445,2242,ko01100
K01782,2243,ko01100
K01782,2244,ko01100
K07509,2245,ko01100
K06445,2247,ko01100
K01782,2248,ko01100
K01782,2249,ko01100
K07509,2250,ko01100
K06445,2252,ko01100
K01782,2253,ko01100
K07514,2254,ko01100
K07513,2255,ko01100
K00255,2257,ko01100
K01782,2258,ko01100
K07514,2259,ko01100
K07509,2260,ko01100
K06445,2262,ko01100
K01782,2263,ko01100
K07514,2264,ko01100
K07509,2970,ko01100
K00208,2265,ko01100
K01716,2266,ko01100
K00059,2267,ko01100
K00647,2268,ko01100
K00208,2270,ko01100
K01716,2271,ko01100
K00059,2272,ko01100
K00647,2273,ko01100
K00208,2275,ko01100
K01716,2276,ko01100
K00059,2277,ko01100
K00647,2278,ko01100
K00208,2280,ko01100
K01716,2281,ko01100
K00059,2282,ko01100
K00647,2283,ko01100
K00208,2285,ko01100
K01716,2286,ko01100
K00059,2287,ko01100
K00647,2288,ko01100
K00208,2290,ko01100
K01716,2291,ko01100
K00059,2292,ko01100
K00647,2293,ko01100
K00208,2295,ko01100
K01716,2296,ko01100
K00059,2297,ko01100
K00647,2298,ko01100
K00645,22,ko01100
K00531,5914,ko01100
K04041,2404,ko01100
K00051,5622,ko01100
K16160,2415,ko01100
K16255,2416,ko01100
K00124,2418,ko01100
K00957,3066,ko01100
K11180,4063,ko01100
K17069,4331,ko01100
K13713,4161,ko01100
K11787,4159,ko01100
K23265,4160,ko01100
K03787,5367,ko01100
K01239,5368,ko01100
K03787,5372,ko01100
K01510,5374,ko01100
K10807,5362,ko01100
K18533,1127,ko01100
K18533,1128,ko01100
K03787,5375,ko01100
K03815,5376,ko01100
K13480,1124,ko01100
K03787,5349,ko01100
K01239,5350,ko01100
K19836,1122,ko01100
K14642,1118,ko01100
K18533,1117,ko01100
K10807,5377,ko01100
K18533,1116,ko01100
K13480,1107,ko01100
K22879,1106,ko01100
K16840,2424,ko01100
K01955,2992,ko01100
K00610,977,ko01100
K02823,2427,ko01100
K01511,2428,ko01100
K14641,2429,ko01100
K14641,2431,ko01100
K13799,2432,ko01100
K01081,2433,ko01100
K24242,2434,ko01100
K10807,2440,ko01100
K14642,1071,ko01100
K14641,2443,ko01100
K06048,1995,ko01100
K01256,1011,ko01100
K07256,6166,ko01100
K00822,984,ko01100
K13368,2376,ko01100
K13369,2380,ko01100
K19007,2477,ko01100
K00630,2478,ko01100
K07029,1867,ko01100
K13534,4328,ko01100
K01062,2500,ko01100
K16343,2501,ko01100
K16343,2505,ko01100
K16619,2507,ko01100
K24622,2510,ko01100
K12351,2512,ko01100
K04710,2515,ko01100
K04717,2963,ko01100
K17718,2522,ko01100
K17718,2523,ko01100
K17718,2525,ko01100
K07418,2527,ko01100
K07425,2557,ko01100
K14621,2556,ko01100
K07418,2960,ko01100
K07418,2560,ko01100
K14621,2474,ko01100
K14621,2473,ko01100
K13789,2594,ko01100
K13789,2613,ko01100
K12668,2660,ko01100
K13500,2683,ko01100
K03860,2711,ko01100
K07969,2715,ko01100
K03663,1492,ko01100
K07632,5149,ko01100
K03663,1493,ko01100
K07407,2723,ko01100
K03376,2750,ko01100
K04021,3002,ko01100
K18088,2762,ko01100
K16242,176,ko01100
K16242,2780,ko01100
K15763,2782,ko01100
K18090,2804,ko01100
K00121,2811,ko01100
K00121,2815,ko01100
K22356,2831,ko01100
K18090,2838,ko01100
K14581,2858,ko01100
K14581,4635,ko01100
K22716,2863,ko01100
K22716,2865,ko01100
K14581,2870,ko01100
K04115,2881,ko01100
K07515,54,ko01100
K01825,55,ko01100
K20862,5390,ko01100
K07732,5392,ko01100
K14656,5393,ko01100
K00952,2576,ko01100
K18152,2578,ko01100
K00325,2581,ko01100
K01947,2921,ko01100
K01513,2946,ko01100
K00203,4339,ko01100
K10714,4343,ko01100
K00443,4336,ko01100
K00400,4333,ko01100
K13941,5399,ko01100
K22099,5400,ko01100
K18590,5401,ko01100
K18590,5402,ko01100
K18590,5403,ko01100
K24102,5404,ko01100
K24102,5386,ko01100
K11787,5412,ko01100
K13403,5413,ko01100
K00295,5414,ko01100
K25007,5406,ko01100
K13953,4389,ko01100
K04039,2937,ko01100
K02496,2939,ko01100
K14759,6042,ko01100
K18113,4705,ko01100
K14606,2622,ko01100
K14606,2627,ko01100
K18966,985,ko01100
K25123,1280,ko01100
K00304,5768,ko01100
K00812,2233,ko01100
K02160,1450,ko01100
K07509,1448,ko01100
K13534,2588,ko01100
K08723,2452,ko01100
K06117,2999,ko01100
K00116,4357,ko01100
K01678,4366,ko01100
K00242,5633,ko01100
K01900,4364,ko01100
K01616,4365,ko01100
K13403,1965,ko01100
K03784,5360,ko01100
K03787,1129,ko01100
K03787,5418,ko01100
K00769,5359,ko01100
K13799,3037,ko01100
K01430,3057,ko01100
K09482,3064,ko01100
K00129,3068,ko01100
K13953,3069,ko01100
K22229,3074,ko01100
K19813,3075,ko01100
K18022,3078,ko01100
K15916,3084,ko01100
K00189,1783,ko01100
K00189,1784,ko01100
K11787,5476,ko01100
K00830,4483,ko01100
K18082,770,ko01100
K17839,1688,ko01100
K01694,1026,ko01100
K12317,1914,ko01100
K13370,4140,ko01100
K05881,1912,ko01100
K05848,4146,ko01100
K07514,1906,ko01100
K07515,1908,ko01100
K11538,1909,ko01100
K01667,1899,ko01100
K22224,4178,ko01100
K17216,4256,ko01100
K15024,1554,ko01100
K12309,1878,ko01100
K05597,683,ko01100
K01082,1872,ko01100
K03388,4352,ko01100
K23462,1856,ko01100
K15039,4502,ko01100
K00917,1823,ko01100
K00705,5105,ko01100
K17755,1812,ko01100
K19561,1804,ko01100
K18121,1796,ko01100
K18122,1794,ko01100
K17225,4598,ko01100
K21219,1754,ko01100
K21219,1755,ko01100
K14394,1759,ko01100
K21219,1762,ko01100
K21219,1766,ko01100
K07408,1715,ko01100
K00952,4758,ko01100
K03343,1686,ko01100
K00137,1692,ko01100
K00605,1685,ko01100
K20248,6008,ko01100
K13923,1666,ko01100
K01179,4977,ko01100
K01177,1634,ko01100
K16153,5104,ko01100
K22911,1626,ko01100
K12317,1579,ko01100
K22394,5342,ko01100
K23462,5343,ko01100
K21307,5865,ko01100
K23124,682,ko01100
K10249,1529,ko01100
K25026,763,ko01100
K15916,1516,ko01100
K18083,777,ko01100
K01731,1484,ko01100
K24204,1454,ko01100
K01103,1441,ko01100
K02815,1436,ko01100
K07407,1418,ko01100
K10986,1408,ko01100
K02747,1410,ko01100
K19893,1380,ko01100
K00102,1304,ko01100
K19282,1297,ko01100
K00157,5939,ko01100
K00172,1269,ko01100
K01907,1259,ko01100
K18370,1255,ko01100
K18225,1256,ko01100
K21320,1239,ko01100
K18366,1241,ko01100
K01903,1228,ko01100
K01835,1222,ko01100
K00203,1211,ko01100
K00198,1207,ko01100
K22087,1203,ko01100
K03533,6832,ko01100
K18933,6053,ko01100
K00026,1185,ko01100
K01673,1158,ko01100
K00363,5919,ko01100
K00374,5927,ko01100
K10945,5908,ko01100
K08357,1151,ko01100
K17221,1149,ko01100
K15765,1140,ko01100
K00184,1142,ko01100
K01517,1138,ko01100
K19021,1094,ko01100
K08041,1095,ko01100
K14642,1088,ko01100
K14641,1086,ko01100
K19021,1080,ko01100
K08041,1081,ko01100
K24670,1075,ko01100
K24670,1072,ko01100
K19970,1064,ko01100
K24242,1065,ko01100
K03784,1063,ko01100
K24670,1053,ko01100
K24670,1051,ko01100
K10807,1049,ko01100
K01758,1000,ko01100
K00812,988,ko01100
K07515,972,ko01100
K13427,924,ko01100
K13427,925,ko01100
K21061,913,ko01100
K13372,870,ko01100
K23470,872,ko01100
K16902,6061,ko01100
K13372,858,ko01100
K18360,853,ko01100
K18360,854,ko01100
K18358,852,ko01100
K02612,37,ko01100
K00529,832,ko01100
K05359,752,ko01100
K00129,742,ko01100
K06166,732,ko01100
K05350,707,ko01100
K05349,714,ko01100
K05350,715,ko01100
K05350,700,ko01100
K00432,675,ko01100
K13299,671,ko01100
K15428,673,ko01100
K10807,667,ko01100
K00529,659,ko01100
K14272,652,ko01100
K01622,624,ko01100
K20446,572,ko01100
K24557,533,ko01100
K16003,511,ko01100
K24569,495,ko01100
K24569,148,ko01100
K22798,195,ko01100
K15763,191,ko01100
K18227,185,ko01100
K18090,177,ko01100
K18090,6650,ko01100
K16242,181,ko01100
K16242,179,ko01100
K16319,175,ko01100
K18088,168,ko01100
K14581,154,ko01100
K18254,151,ko01100
K24858,104,ko01100
K04717,6930,ko01100
K09187,6932,ko01100
K09187,6933,ko01100
K09187,6934,ko01100
K24561,7239,ko01100
K24858,7278,ko01100
K25026,7314,ko01100
K05292,manualedge_00124,ko01100
K05942,6235,ko01100
K00918,4377,ko01100
K16305,2007,ko01100
K15635,2972,ko01100
K00382,1556,ko01100
K15916,3085,ko01100
K05992,2976,ko01100
K01182,1923,ko01100
K16305,2978,ko01100
K02796,2045,ko01100
K01765,785,ko01100
K05860,779,ko01100
K20279,767,ko01100
K21798,766,ko01100
K12972,2055,ko01100
K12972,2983,ko01100
K01958,3008,ko01100
K11262,2967,ko01100
K07514,2061,ko01100
K14469,2985,ko01100
K22224,4614,ko01100
K19312,5643,ko01100
K01896,2986,ko01100
K16871,1797,ko01100
K00264,4046,ko01100
K05597,2182,ko01100
K23371,2145,ko01100
K00549,2202,ko01100
K00832,2196,ko01100
K00813,2107,ko01100
K14155,4068,ko01100
K00813,2122,ko01100
K13427,2129,ko01100
K05887,2216,ko01100
K13503,2148,ko01100
K14170,2152,ko01100
K00813,2153,ko01100
K00211,2154,ko01100
K00813,3044,ko01100
K13954,2164,ko01100
K25271,2168,ko01100
K00837,1956,ko01100
K22417,2180,ko01100
K14681,2991,ko01100
K00271,2214,ko01100
K01782,3006,ko01100
K07514,2219,ko01100
K09479,2234,ko01100
K07511,2235,ko01100
K07514,2236,ko01100
K09479,2237,ko01100
K07511,2238,ko01100
K07514,2239,ko01100
K07512,2242,ko01100
K07511,2243,ko01100
K07514,2244,ko01100
K07512,2247,ko01100
K07511,2248,ko01100
K07514,2249,ko01100
K07512,2252,ko01100
K07511,2253,ko01100
K01825,2254,ko01100
K06445,2257,ko01100
K07511,2258,ko01100
K01825,2259,ko01100
K07513,2260,ko01100
K09478,2262,ko01100
K07511,2263,ko01100
K01825,2264,ko01100
K07513,2970,ko01100
K02371,2265,ko01100
K02372,2266,ko01100
K11539,2267,ko01100
K09458,2268,ko01100
K02371,2270,ko01100
K02372,2271,ko01100
K11539,2272,ko01100
K09458,2273,ko01100
K02371,2275,ko01100
K02372,2276,ko01100
K11539,2277,ko01100
K09458,2278,ko01100
K02371,2280,ko01100
K02372,2281,ko01100
K11539,2282,ko01100
K09458,2283,ko01100
K02371,2285,ko01100
K02372,2286,ko01100
K11539,2287,ko01100
K09458,2288,ko01100
K02371,2290,ko01100
K02372,2291,ko01100
K11539,2292,ko01100
K09458,2293,ko01100
K02371,2295,ko01100
K02372,2296,ko01100
K11539,2297,ko01100
K09458,2298,ko01100
K22896,5914,ko01100
K01622,2404,ko01100
K16161,2415,ko01100
K16256,2416,ko01100
K00127,2418,ko01100
K00958,3066,ko01100
K11181,4063,ko01100
K08289,4159,ko01100
K23270,4160,ko01100
K08723,5367,ko01100
K10213,5368,ko01100
K08723,5372,ko01100
K14641,5374,ko01100
K10808,5362,ko01100
K01509,1127,ko01100
K08723,5375,ko01100
K01239,5376,ko01100
K11177,1124,ko01100
K08723,5349,ko01100
K10213,5350,ko01100
K00769,1122,ko01100
K01511,1118,ko01100
K01510,1117,ko01100
K10808,5377,ko01100
K11177,1107,ko01100
K01956,2992,ko01100
K00608,977,ko01100
K12304,2428,ko01100
K14642,2429,ko01100
K14642,2431,ko01100
K01510,2432,ko01100
K19970,2433,ko01100
K03787,2434,ko01100
K10808,2440,ko01100
K14642,2443,ko01100
K11142,1011,ko01100
K15372,984,ko01100
K13369,2376,ko01100
K13370,2380,ko01100
K13513,2477,ko01100
K13508,2478,ko01100
K16368,1867,ko01100
K14073,4328,ko01100
K16794,2500,ko01100
K14621,2501,ko01100
K14621,2505,ko01100
K23727,2510,ko01100
K12352,2512,ko01100
K24621,2515,ko01100
K17719,2522,ko01100
K17719,2523,ko01100
K17719,2525,ko01100
K17721,2557,ko01100
K14674,2556,ko01100
K07424,2960,ko01100
K07424,2560,ko01100
K14674,2474,ko01100
K14674,2473,ko01100
K13787,2594,ko01100
K13787,2613,ko01100
K12669,2660,ko01100
K03861,2711,ko01100
K07632,1492,ko01100
K07635,5149,ko01100
K07632,1493,ko01100
K18366,3002,ko01100
K16245,176,ko01100
K16245,2780,ko01100
K15764,2782,ko01100
K04072,2811,ko01100
K04072,2815,ko01100
K22357,2831,ko01100
K14599,2870,ko01100
K19515,2881,ko01100
K07514,54,ko01100
K01782,55,ko01100
K21063,5390,ko01100
K01078,5392,ko01100
K01513,5393,ko01100
K13522,2576,ko01100
K11121,2578,ko01100
K00858,2581,ko01100
K00204,4339,ko01100
K03421,4333,ko01100
K19644,5401,ko01100
K19644,5402,ko01100
K19644,5403,ko01100
K18974,5404,ko01100
K18974,5386,ko01100
K00602,5412,ko01100
K13403,5414,ko01100
K25008,5406,ko01100
K00001,4389,ko01100
K13542,2939,ko01100
K17841,2622,ko01100
K17841,2627,ko01100
K01580,985,ko01100
K25124,1280,ko01100
K00305,5768,ko01100
K00813,2233,ko01100
K01961,1450,ko01100
K14073,2588,ko01100
K11751,2452,ko01100
K01675,4366,ko01100
K18859,5633,ko01100
K18118,4364,ko01100
K00174,4365,ko01100
K09913,5360,ko01100
K08723,1129,ko01100
K08723,5418,ko01100
K03816,5359,ko01100
K16904,3037,ko01100
K14048,3057,ko01100
K03330,3064,ko01100
K00138,3068,ko01100
K13954,3069,ko01100
K00117,3075,ko01100
K18128,3078,ko01100
K00827,4483,ko01100
K18083,770,ko01100
K13367,1688,ko01100
K00705,1914,ko01100
K13373,4140,ko01100
K01825,1906,ko01100
K07514,1908,ko01100
K00249,1909,ko01100
K24012,4178,ko01100
K01697,4256,ko01100
K01229,1878,ko01100
K15422,1872,ko01100
K03389,4352,ko01100
K23470,1856,ko01100
K18602,4502,ko01100
K22451,5105,ko01100
K14465,1796,ko01100
K18593,1794,ko01100
K22622,4598,ko01100
K14154,1755,ko01100
K06949,1759,ko01100
K14154,1766,ko01100
K07409,1715,ko01100
K13522,4758,ko01100
K12254,1692,ko01100
K00382,1685,ko01100
K20249,6008,ko01100
K19357,4977,ko01100
K05992,1634,ko01100
K13679,5104,ko01100
K01193,1579,ko01100
K23470,5342,ko01100
K23470,5343,ko01100
K21308,5865,ko01100
K10244,1529,ko01100
K01084,763,ko01100
K18086,777,ko01100
K22994,1484,ko01100
K00900,1441,ko01100
K01210,1380,ko01100
K18930,1304,ko01100
K00189,1269,ko01100
K01027,1259,ko01100
K21321,1239,ko01100
K15778,1222,ko01100
K00204,1211,ko01100
K07812,6832,ko01100
K01593,6053,ko01100
K16844,1185,ko01100
K01674,1158,ko01100
K03385,5919,ko01100
K10534,5927,ko01100
K10946,5908,ko01100
K08358,1151,ko01100
K17229,1149,ko01100
K04091,1140,ko01100
K00185,1142,ko01100
K18453,1138,ko01100
K13296,1094,ko01100
K08042,1095,ko01100
K01511,1088,ko01100
K14642,1086,ko01100
K13296,1080,ko01100
K08042,1081,ko01100
K24242,1064,ko01100
K03787,1065,ko01100
K00758,1063,ko01100
K10808,1049,ko01100
K17217,1000,ko01100
K00813,988,ko01100
K07514,972,ko01100
K00491,924,ko01100
K00491,925,ko01100
K22550,913,ko01100
K25271,870,ko01100
K16901,872,ko01100
K18359,852,ko01100
K02613,37,ko01100
K05350,714,ko01100
K11188,675,ko01100
K21888,671,ko01100
K01255,673,ko01100
K10808,667,ko01100
K16305,624,ko01100
K20447,572,ko01100
K24558,533,ko01100
K15764,191,ko01100
K16245,181,ko01100
K16245,179,ko01100
K16320,175,ko01100
K23451,6930,ko01100
K09188,6932,ko01100
K09188,6933,ko01100
K09188,6934,ko01100
K24562,7239,ko01100
K00886,7314,ko01100
K05293,manualedge_00124,ko01100
K03841,4377,ko01100
K16306,2007,ko01100
K13997,1556,ko01100
K01208,2976,ko01100
K16306,2978,ko01100
K05861,779,ko01100
K00090,2055,ko01100
K00090,2983,ko01100
K01959,3008,ko01100
K01946,2967,ko01100
K07511,2061,ko01100
K15020,2985,ko01100
K24012,4614,ko01100
K22568,5643,ko01100
K01913,2986,ko01100
K00265,4046,ko01100
K03334,2196,ko01100
K11358,2107,ko01100
K22207,4068,ko01100
K11358,2122,ko01100
K00491,2129,ko01100
K13497,2148,ko01100
K04516,2152,ko01100
K11358,2153,ko01100
K11358,3044,ko01100
K00001,2164,ko01100
K25272,2168,ko01100
K14682,2991,ko01100
K07511,2219,ko01100
K07512,2234,ko01100
K13767,2235,ko01100
K01825,2236,ko01100
K07512,2237,ko01100
K13767,2238,ko01100
K01825,2239,ko01100
K13767,2243,ko01100
K01825,2244,ko01100
K13767,2248,ko01100
K01825,2249,ko01100
K13767,2253,ko01100
K01782,2254,ko01100
K09478,2257,ko01100
K13767,2258,ko01100
K01782,2259,ko01100
K00209,2262,ko01100
K13767,2263,ko01100
K01782,2264,ko01100
K10780,2265,ko01100
K16363,2266,ko01100
K13370,2267,ko01100
K10780,2270,ko01100
K16363,2271,ko01100
K13370,2272,ko01100
K10780,2275,ko01100
K16363,2276,ko01100
K13370,2277,ko01100
K10780,2280,ko01100
K16363,2281,ko01100
K13370,2282,ko01100
K10780,2285,ko01100
K16363,2286,ko01100
K13370,2287,ko01100
K10780,2290,ko01100
K16363,2291,ko01100
K13370,2292,ko01100
K10780,2295,ko01100
K16363,2296,ko01100
K13370,2297,ko01100
K22897,5914,ko01100
K01086,2404,ko01100
K16162,2415,ko01100
K16257,2416,ko01100
K00126,2418,ko01100
K00988,3066,ko01100
K16950,4063,ko01100
K11751,5367,ko01100
K00856,5372,ko01100
K14642,5374,ko01100
K01510,1127,ko01100
K11751,5375,ko01100
K11178,1124,ko01100
K11751,5349,ko01100
K03816,1122,ko01100
K12304,1118,ko01100
K14641,1117,ko01100
K11178,1107,ko01100
K12305,2428,ko01100
K14641,2432,ko01100
K24242,2433,ko01100
K08723,2434,ko01100
K01270,1011,ko01100
K13370,2376,ko01100
K13373,2380,ko01100
K13517,2477,ko01100
K00631,2478,ko01100
K14074,4328,ko01100
K16795,2500,ko01100
K14674,2501,ko01100
K14674,2505,ko01100
K12348,2510,ko01100
K12353,2512,ko01100
K24622,2515,ko01100
K07418,2522,ko01100
K07418,2523,ko01100
K07418,2525,ko01100
K17728,2557,ko01100
K16817,2556,ko01100
K17689,2960,ko01100
K17689,2560,ko01100
K16817,2474,ko01100
K16817,2473,ko01100
K14066,2594,ko01100
K12670,2660,ko01100
K11001,2711,ko01100
K16246,176,ko01100
K16246,2780,ko01100
K15765,2782,ko01100
K22358,2831,ko01100
K14600,2870,ko01100
K19516,2881,ko01100
K07511,54,ko01100
K21064,5390,ko01100
K23458,5392,ko01100
K18453,5393,ko01100
K00969,2576,ko01100
K11411,2578,ko01100
K00205,4339,ko01100
K03422,4333,ko01100
K19645,5401,ko01100
K18591,5402,ko01100
K18591,5403,ko01100
K18824,5404,ko01100
K18824,5386,ko01100
K00288,5412,ko01100
K24042,5406,ko01100
K00121,4389,ko01100
K13543,2939,ko01100
K22516,1280,ko01100
K00306,5768,ko01100
K11358,2233,ko01100
K01963,1450,ko01100
K14074,2588,ko01100
K08693,2452,ko01100
K01774,4366,ko01100
K18860,5633,ko01100
K00175,4365,ko01100
K10353,1129,ko01100
K00904,5418,ko01100
K03865,3064,ko01100
K00001,3069,ko01100
K00259,4483,ko01100
K18086,770,ko01100
K22451,1914,ko01100
K10251,4140,ko01100
K01782,1906,ko01100
K07511,1908,ko01100
K10150,4256,ko01100
K15759,1872,ko01100
K03390,4352,ko01100
K00299,1856,ko01100
K02438,5105,ko01100
K17226,4598,ko01100
K22911,1759,ko01100
K17683,1715,ko01100
K00969,4758,ko01100
K02437,1685,ko01100
K20250,6008,ko01100
K01225,4977,ko01100
K01208,1634,ko01100
K20812,5104,ko01100
K01203,1579,ko01100
K05368,5342,ko01100
K15245,5343,ko01100
K21309,5865,ko01100
K10203,1529,ko01100
K21618,1304,ko01100
K00656,1269,ko01100
K01028,1259,ko01100
K21322,1239,ko01100
K00205,1211,ko01100
K07821,6832,ko01100
K01743,1158,ko01100
K15876,5919,ko01100
K02567,5927,ko01100
K08359,1151,ko01100
K17230,1149,ko01100
K00299,1140,ko01100
K16964,1142,ko01100
K08312,1138,ko01100
K13762,1094,ko01100
K08043,1095,ko01100
K12304,1088,ko01100
K01529,1086,ko01100
K18438,1080,ko01100
K08043,1081,ko01100
K03787,1064,ko01100
K11751,1065,ko01100
K21623,1000,ko01100
K11358,988,ko01100
K07511,972,ko01100
K19741,924,ko01100
K25272,870,ko01100
K16902,872,ko01100
K24137,675,ko01100
K25210,671,ko01100
K07751,673,ko01100
K16306,624,ko01100
K20448,572,ko01100
K15765,191,ko01100
K16246,181,ko01100
K16246,179,ko01100
K18248,175,ko01100
K14959,6932,ko01100
K14959,6933,ko01100
K14959,6934,ko01100
K08074,7314,ko01100
K02446,4377,ko01100
K00169,1556,ko01100
K19006,779,ko01100
K00018,2055,ko01100
K00018,2983,ko01100
K01960,3008,ko01100
K01962,2967,ko01100
K14469,2061,ko01100
K15052,5643,ko01100
K00266,4046,ko01100
K00837,2196,ko01100
K20021,4068,ko01100
K00824,2122,ko01100
K06208,2152,ko01100
K00815,2153,ko01100
K00815,3044,ko01100
K00121,2164,ko01100
K22476,2991,ko01100
K07514,2235,ko01100
K07515,2236,ko01100
K07514,2238,ko01100
K07515,2239,ko01100
K07514,2243,ko01100
K07515,2244,ko01100
K07514,2248,ko01100
K07515,2249,ko01100
K07514,2253,ko01100
K07515,2254,ko01100
K07512,2257,ko01100
K07514,2258,ko01100
K07515,2259,ko01100
K07514,2263,ko01100
K00074,2264,ko01100
K00209,2265,ko01100
K22540,2266,ko01100
K00209,2270,ko01100
K22540,2271,ko01100
K00209,2275,ko01100
K22540,2276,ko01100
K00209,2280,ko01100
K22540,2281,ko01100
K00209,2285,ko01100
K22540,2286,ko01100
K00209,2290,ko01100
K22540,2291,ko01100
K00209,2295,ko01100
K22540,2296,ko01100
K22898,5914,ko01100
K00850,2404,ko01100
K10944,2415,ko01100
K16258,2416,ko01100
K22516,2418,ko01100
K22966,3066,ko01100
K16951,4063,ko01100
K08693,5367,ko01100
K11751,5372,ko01100
K14641,1127,ko01100
K08693,5375,ko01100
K13483,1124,ko01100
K08693,5349,ko01100
K12305,1118,ko01100
K14642,1117,ko01100
K13483,1107,ko01100
K01510,2428,ko01100
K14642,2432,ko01100
K03787,2433,ko01100
K11751,2434,ko01100
K15428,1011,ko01100
K10251,2380,ko01100
K13519,2477,ko01100
K08591,2478,ko01100
K14075,4328,ko01100
K16817,2501,ko01100
K16817,2505,ko01100
K12349,2510,ko01100
K12354,2512,ko01100
K23727,2515,ko01100
K07425,2523,ko01100
K01058,2556,ko01100
K17718,2960,ko01100
K17718,2560,ko01100
K01058,2474,ko01100
K01058,2473,ko01100
K00730,2660,ko01100
K11002,2711,ko01100
K22359,2831,ko01100
K01093,5392,ko01100
K01513,2576,ko01100
K11412,2578,ko01100
K11260,4339,ko01100
K18591,5401,ko01100
K13998,5402,ko01100
K13998,5403,ko01100
K18825,5404,ko01100
K18825,5386,ko01100
K13402,5412,ko01100
K11146,4389,ko01100
K00125,1280,ko01100
K00314,5768,ko01100
K11263,1450,ko01100
K14075,2588,ko01100
K20881,2452,ko01100
K00244,5633,ko01100
K00176,4365,ko01100
K15519,1129,ko01100
K15519,5418,ko01100
K00121,3069,ko01100
K19244,4483,ko01100
K21302,770,ko01100
K00691,1914,ko01100
K06881,1872,ko01100
K08264,4352,ko01100
K19285,1856,ko01100
K01200,5105,ko01100
K17227,4598,ko01100
K07251,1759,ko01100
K07411,1715,ko01100
K01513,4758,ko01100
K22954,6008,ko01100
K19668,4977,ko01100
K16902,5343,ko01100
K10250,1529,ko01100
K01029,1259,ko01100
K11261,1211,ko01100
K02568,5927,ko01100
K16965,1142,ko01100
K08718,1094,ko01100
K08044,1095,ko01100
K12305,1088,ko01100
K13298,1080,ko01100
K08044,1081,ko01100
K08723,1064,ko01100
K08693,1065,ko01100
K24136,675,ko01100
K01270,673,ko01100
K15757,191,ko01100
K18249,175,ko01100
K09189,6932,ko01100
K09189,6933,ko01100
K09189,6934,ko01100
K00918,7314,ko01100
K11532,4377,ko01100
K00170,1556,ko01100
K15893,2055,ko01100
K15893,2983,ko01100
K02160,2967,ko01100
K15019,2061,ko01100
K01964,5643,ko01100
K00811,4046,ko01100
K06209,2152,ko01100
K00817,2153,ko01100
K00817,3044,ko01100
K04072,2164,ko01100
K22477,2991,ko01100
K07515,2235,ko01100
K07515,2238,ko01100
K07515,2243,ko01100
K07515,2248,ko01100
K07515,2253,ko01100
K07515,2258,ko01100
K07515,2263,ko01100
K15016,2264,ko01100
K07512,2265,ko01100
K22541,2266,ko01100
K07512,2270,ko01100
K22541,2271,ko01100
K07512,2275,ko01100
K22541,2276,ko01100
K07512,2280,ko01100
K22541,2281,ko01100
K07512,2285,ko01100
K22541,2286,ko01100
K07512,2290,ko01100
K22541,2291,ko01100
K07512,2295,ko01100
K22541,2296,ko01100
K22899,5914,ko01100
K16370,2404,ko01100
K10945,2415,ko01100
K16259,2416,ko01100
K00125,2418,ko01100
K00385,4063,ko01100
K20881,5367,ko01100
K00893,5372,ko01100
K14642,1127,ko01100
K20881,5375,ko01100
K13481,1124,ko01100
K20881,5349,ko01100
K13481,1107,ko01100
K14641,2428,ko01100
K08723,2433,ko01100
K08693,2434,ko01100
K14674,2477,ko01100
K14076,4328,ko01100
K01058,2501,ko01100
K01058,2505,ko01100
K04711,2510,ko01100
K17719,2960,ko01100
K17719,2560,ko01100
K16818,2473,ko01100
K12691,2660,ko01100
K09658,2711,ko01100
K22360,2831,ko01100
K03788,5392,ko01100
K03426,2576,ko01100
K11413,2578,ko01100
K11261,4339,ko01100
K13998,5401,ko01100
K01938,5412,ko01100
K11147,4389,ko01100
K00552,5768,ko01100
K18472,1450,ko01100
K14076,2588,ko01100
K08722,2452,ko01100
K00245,5633,ko01100
K00177,4365,ko01100
K11751,1129,ko01100
K11751,5418,ko01100
K04072,3069,ko01100
K08265,4352,ko01100
K19286,1856,ko01100
K17709,1715,ko01100
K04765,4758,ko01100
K22955,6008,ko01100
K15397,1529,ko01100
K11260,1211,ko01100
K00372,5927,ko01100
K16966,1142,ko01100
K13756,1094,ko01100
K08045,1095,ko01100
K13293,1080,ko01100
K08045,1081,ko01100
K11751,1064,ko01100
K20881,1065,ko01100
K24138,675,ko01100
K15758,191,ko01100
K11422,6932,ko01100
K11422,6933,ko01100
K11422,6934,ko01100
K04041,4377,ko01100
K00171,1556,ko01100
K22982,2055,ko01100
K11517,2983,ko01100
K01961,2967,ko01100
K14729,2061,ko01100
K15036,5643,ko01100
K00812,4046,ko01100
K13853,2152,ko01100
K00832,2153,ko01100
K00832,3044,ko01100
K18857,2164,ko01100
K22478,2991,ko01100
K15016,2263,ko01100
K21071,2404,ko01100
K10946,2415,ko01100
K16260,2416,ko01100
K05299,2418,ko01100
K18550,5367,ko01100
K15519,5372,ko01100
K06928,1127,ko01100
K13482,1124,ko01100
K00892,5349,ko01100
K13482,1107,ko01100
K14642,2428,ko01100
K11751,2433,ko01100
K20881,2434,ko01100
K22831,2477,ko01100
K22283,4328,ko01100
K17721,2960,ko01100
K17721,2560,ko01100
K22389,2473,ko01100
K22361,2831,ko01100
K09474,5392,ko01100
K11414,2578,ko01100
K13938,5401,ko01100
K11148,4389,ko01100
K19312,1450,ko01100
